,Acinetobacter,Burkholderia,Burkholderia cepacia complex,Salmonella,Shigella,Enterobacter,Enterobacter cloacae complex,Helicobacter,Campylobacter,Enterococcus,Escherichia,Vibrio,Morganella,Citrobacter,Providencia,Clostrioides,Klebsiella,Proteus,Streptococcus,Staphylococcus,Stenotrophomonas,Stenotrophomonas maltophilia group,Haemophilus,Serratia,Giardia,Vermamoeba,Acanthamoeba,Naegleria,Acinetobacter calcoaceticus baumannii complex,Pseudomonas,Legionella,Mycobacterium,Mycobacterium avium complex
516821,A0A2M8MK10,A0A119NTU2,UPI000569AEB0,UPI000435BF57,,UPI000581B7FE,UPI0006830A5B,K2KIV6,UPI000D3247B9,UPI0011789DF4,UPI000F8721B2,UPI0011DBAD57,,,,,UPI0012B73F33,,A0A4T2GJJ5,UPI00077ADDBD,UPI000D53CAEC,,,UPI0007601866,,,,,UPI00083F785B,A0A2M8US60,,A0A1A6BG52,
3774968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423G7I8,,,
6205594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1F54ED,,,
3646533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0P9TEZ2,,,
5097762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0S4ICN7,,,
5046606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A560PUR6,,,
5242395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Q7GXL9,,,
150957,UPI000E5B189F,UPI000F085A1F,UPI000F5A6EDA,A0A3V7YW25,,UPI0012FC3C53,A0A0A3YVV4,UPI000EB2CB13,A0A5L4NLW6,UPI001357E3E5,A0A446D6E2,A0A5C9HJH1,,UPI0002DA032D,,UPI00093AD70C,UPI000E2B1DB6,UPI000B40A774,A0A368UGP6,UPI00101D5C11,A0A1E7RSB0,UPI0013D9A482,A0A2X4Y429,A0A221FVT8,,,,,A0A1Y3F5U0,R9V2V9,UPI0004B231C7,A0A1X2LQ55,UPI00096CBE0F
1290464,UPI000BBCDFB4,A0A1N6LVA9,UPI00075CC1B4,,,,,UPI0009AD32CC,,,UPI001372E147,A0A1E5BGW0,,,,,UPI000A252B45,,A0A428HR80,,,,,,,,,,,A0A193SKH9,,A0A498Q2H7,
1769104,,UPI000981D09A,,,,,,,,,UPI0010220D6C,UPI000C164880,,,,,,,UPI00065FDB5F,,,,,,,,,,,UPI000F01460F,,UPI0008A86218,
1333907,UPI0011A30D77,A0A107PF76,UPI0007609F2D,,,,,UPI0011604795,,,UPI0005CD5866,UPI0013A09E10,,,,,UPI0007B3D2F3,,UPI000CF66D26,,,,,,,,,,,A0A5M6GVU1,,A0A1X1UIN8,
2082534,,UPI0007524576,,,,,,,,,UPI000BE37B7C,UPI001122C934,,,,,,,,,,,,,,,,,,UPI001032AD8D,,,
4114898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013909C86,,,
2593270,,UPI00075DBA9E,,,,,,,,,UPI000B7E0F3D,UPI00095309C7,,,,,,,,,,,,,,,,,,A0A4Q9GCH1,,,
47290,A0A0A3W6W1,A0A1Q8IX15,A0A3N9AE18,UPI000DFCE820,UPI0006993A09,UPI000BA8AC35,UPI0013319CB2,I9UU19,UPI000B79903D,UPI00041EC896,A0A234YD93,A0A454CNY6,A0A3D3HLN2,A0A064E065,A0A356D8X4,UPI00038CA911,UPI000E3DDC8A,A0A410X7B0,A0A1X1IJ78,UPI00044B6C3D,A0A349YA07,A0A2R3Q345,UPI000E581F79,UPI00135B5D0C,,,,,A0A009I486,A0A2J7U357,A0A2Z3KR28,A0A1X2LPG8,J4JVH2
4767371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A266N6M7,,,
4310018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005BC40FD,,,
3776640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2K9CB45,,,
2807548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2K4G2J9,,,
3568169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2V0QIU5,,,
4754737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0D6SLV4,,,
2640465,,UPI000A4D92FA,,,,,,,,,UPI000BE15B08,UPI00080D9C63,,,,,,,,,,,,,,,,,,A0A086BWJ8,,,
1445328,UPI00083A761E,A0A119HE16,UPI00075CE786,,,,,,,,A0A5P0J6L8,UPI0005DF74B9,,,,,UPI0007CC7FFF,,UPI0011060949,,,,,,,,,,,A0A653YY64,,UPI000E2F824A,
5606984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001032B3F1,,,
1704667,,UPI00129222C6,,,,,,,,,UPI000E21655C,UPI000CEB6E52,,,,,,,UPI000990F82B,,,,,,,,,,,UPI000F7A5885,,UPI0008A8B7C8,
331398,UPI00125F65B7,UPI000F52D14C,A0A1D7ZKI5,A0A3W8JVR2,,UPI0006679B46,UPI0005820242,UPI0012B2234B,A0A693C4Q0,UPI00076F9C74,UPI000B93C495,D0WU44,,UPI0010A58D23,,,A0A377W332,,UPI000F66E1A0,A0A6B5K873,A0A4Z0DG93,UPI000DF7BBA5,,A0A4U9V8L5,,,,,UPI0013D400FB,A0A1H8CPB6,,A0A1X2L064,
4482319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1V4LXH0,,,
2020504,,UPI0007524EA2,,,,,,,,,UPI000BE6E641,UPI000C79D96A,,,,,,,,,,,,,,,,,,UPI000F094EA6,,,
2299088,,UPI00084C0888,,,,,,,,,UPI000A1FED48,UPI001121A75A,,,,,,,,,,,,,,,,,,A0A0P9Q7F8,,,
4329350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00054C1C56,,,
5183139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N8GFU2,,,
4028644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A550FRL5,,,
823398,N8Y6G1,UPI0002D36992,UPI0009B38DFB,UPI000B288248,,UPI000734912D,,A0A0L0Q542,UPI0006A5D18C,,UPI0002CC0C76,UPI0004D6CD36,,,,,A0A223UK07,,A0A1E1G9D8,UPI000CD0BC5C,,,,,,,,,,UPI000F045A4D,,A0A2A2ZD11,
582331,N9KWR0,A0A2S9M7J3,A0A1Z3YJ29,A0A447N6X4,,A0A144HJQ6,UPI00063ACAB3,A0A496HCR7,UPI000CD9455F,UPI000DCEA179,UPI000F895AF8,U2ZDU3,,,,,UPI00024FEB76,,UPI0002B5AA1B,UPI0003A00E6D,UPI0011A725F5,,,,,,,,,A0A2S9EWK6,,A0A1V3XS65,
3805629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J3EZP1,,,
758994,UPI0006851541,UPI00053827BC,UPI000CFE79CC,UPI00111AA2CE,,UPI000A379C5E,UPI000BB7C145,J0IT56,UPI00094CA493,,UPI0005309B94,UPI00031520F9,,,,,UPI0012FA4807,,UPI0006583598,UPI0005EBBFED,,,,,,,,,,UPI000F04F523,,UPI0002D55FA1,
6442425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000667C691,,,
3937504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H4Q5K0,,,
5721953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010F8B164,,,
1470902,UPI0007D7515E,A0A2S9KNP3,UPI0007593809,,,,,,,,A0A271QRW4,UPI000068DF6E,,,,,UPI00073B16DB,,UPI000CF5AE8B,,,,,,,,,,,A0A266LRR6,,UPI000CDE49D3,
2538625,,UPI0006500486,,,,,,,,,UPI000699AEEB,UPI0008138DF9,,,,,,,,,,,,,,,,,,A0A1Q9Y5R3,,,
3854912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1I3FQV9,,,
1876314,,UPI00075BE575,,,,,,,,,UPI000CF7845E,UPI0011223835,,,,,,,,,,,,,,,,,,UPI000F02AE36,,UPI000B945297,
3573126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2K4GCQ6,,,
6662697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008193742,,,
101612,N9NX67,A0A132CDI3,A0A3N8ZA71,A0A5T6M6Z6,UPI00094ADDF5,UPI001007DFE8,UPI000FD70CE3,UPI000EABD790,A0A5N7GEB9,UPI0010C0DAE3,A0A2X7N8M3,A0A0M0HR23,,UPI0012496FAB,A0A379FZH7,UPI000D1D9017,UPI000E008DD1,UPI000D6861C1,A0A0F2DY85,UPI000BA6FDE6,UPI00129C851D,UPI00066A6DFB,UPI00066E6D9D,A0A0U4A697,,,,,UPI000F73DB3D,A0A3E1ULA4,A0A0W0ZAZ9,A0A1A2N024,UPI0013926E3F
255180,A0A1V0YWU1,A0A653ZZN3,A0A2S9LU59,A0A5I9ZRE6,,UPI0004A00D55,A0A2J0QT94,UPI0012B27834,A0A691QW91,A0A366SID9,UPI000BB99A28,UPI000DE3B7F1,,A0A2U4DG98,,,A0A1C3QG64,,A0A5A4UAI1,UPI0014436060,UPI0013110112,A0A2Z3YGV7,,A0A1B3F8E4,,,,,UPI00044E2200,A0A0P9TQX7,A0A3A5LF06,A0A1Q4HNX1,
530770,A0A1Y3CX39,A0A2S9KW96,B9AZ60,A0A659Q3H5,,A0A377M5F2,UPI00124C66C6,A0A1V3AI39,UPI000D369C7A,UPI00115EFED9,UPI00102A377A,UPI0012AED09A,,,,,A0A6B9A447,,A0A3S6K531,UPI0006B4B56A,UPI00104CF472,,,UPI00090060F1,,,,,UPI0009E11EF2,A0A0N8IKJ6,,A0A2G8BB87,
3659691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A368AQ63,,,
529249,A0A1P8PG31,A0A124PAY1,A0A118R4H2,A0A509CZ07,,A0A330ETT7,UPI0011F07A58,A0A5B9JNV8,UPI000D375495,UPI00115D74FE,UPI000F87C8FC,UPI00128F7EAC,,,,,A0A2J4RKD7,,A0A656E8W9,UPI00066E051B,UPI00102A5C48,,,UPI0009006885,,,,,UPI00092B4749,A0A3D2DER4,,A0A1Y5PD94,
4277623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006424277,,,
4118538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001397E20B,,,
215798,N9TNU3,A0A3R9D1U1,UPI000D1BAE84,A0A5H9RVB5,,A0A330E7J9,UPI00045099BC,A0A293V468,UPI001286B6ED,UPI0013597767,UPI000F0A94F1,UPI000E69CF3B,,UPI0013917BC1,,,A0A2U4ECS9,,A0A3R9JQC6,UPI000E682D2F,UPI00066C7BC4,A0A4T1H167,UPI000A0D4E4E,UPI000451AED5,,,,,UPI00021B7A21,A0A0N8SI60,A0A378K148,A0A1Y0BWQ4,
1317824,UPI0010AAEBD4,A0A118KH53,UPI00075FF804,,,,,UPI00112EA138,,,UPI0013C2F432,UPI001302CAA6,,,,,UPI000A39741D,,UPI000CF56BE4,,,,,,,,,,,A0A5E8VSA5,,A0A124EPQ2,
2790684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N1H9K7,,,
5404749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M3CMJ6,,,
2674672,,,,,,,,,,,UPI000BE569A2,UPI000722D435,,,,,,,,,,,,,,,,,,A0A0P9M410,,,
2706516,,,,,,,,,,,,UPI000684DB84,,,,,,,,,,,,,,,,,,A0A3T0JTC5,,,
6977766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA4CBBF,,,
5628037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000E32CE6E,,,
4357619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00028F6A14,,,
1183388,A0A3R9QAQ2,UPI0005DA1A70,UPI000756747E,,,,,UPI000EAC3E16,,,A0A403QX11,F9S4C0,,,,,UPI0011412375,,E1M9T4,A0A5R9B3B3,,,,,,,,,,A0A1E4WUE7,,UPI0005E98715,
6649530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00093E0CCE,,,
6303845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1CE326,,,
4831799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5Q0S4C1,,,
5474621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C9B4957,,,
249787,A0A3G2T4Y8,A0A3P0MSI5,A0A4S3HHN1,A0A5H9Q656,,UPI00049FA541,A0A143HUM8,UPI0013151CBA,A0A5T0ECZ1,S4EIV9,UPI000BB7D3BD,UPI000E0BD194,,A0A0F6RI72,,,A0A377X9F6,,V8LV06,UPI00140409E0,A0A126NQU5,A0A0U5HTA7,,A0A1B1KVX2,,,,,UPI00044BB7C6,A0A0Q8B0Z8,A0A3A5L0N6,UPI000E7318FD,
6914036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000B5B5368,,,
5199243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0N9WL26,,,
1501928,,UPI000D00C896,UPI0006693F15,,,,,,,,UPI000D78BB07,UPI000570427D,,,,,UPI00063C5C72,,UPI00119E1F4E,,,,,,,,,,,UPI0013148DE7,,UPI0009EEBDE3,
2636799,,UPI000B7A99F5,,,,,,,,,UPI000BE5A0C3,UPI000812E403,,,,,,,,,,,,,,,,,,A0A1I5B658,,,
4597599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A246GWF3,,,
322113,UPI00125CA18C,UPI000F5B0D3C,A0A107ZNG0,A0A3Q9W024,,UPI00067FC4D6,UPI0005EF5533,UPI0012E88207,A0A2R4D3R9,UPI000494FF5D,UPI000BB94F85,A0A061Q6B3,,UPI0010C9E711,,,A0A483K4L8,,UPI000F5D2AF6,A0A6B5CD91,A0A3S7KCS1,UPI000D3836AC,,UPI0005388A1C,,,,,A0A2T7FG11,A0A1G8M4B9,,A0A1A3DS26,
3867356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J2R4J2,,,
5501331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000D83EA9A,,,
4639646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3E0FC89,,,
1916271,,UPI0007593DFB,,,,,,,,,UPI000CFB6651,UPI000CE43E29,,,,,,,,,,,,,,,,,,UPI000F537B78,,,
2369291,,UPI0007542024,,,,,,,,,UPI0008DC0393,UPI0011D7EA07,,,,,,,,,,,,,,,,,,A0A078LSI2,,,
2598760,,UPI000754D92B,,,,,,,,,UPI000B801B54,UPI000993C07A,,,,,,,,,,,,,,,,,,A0A2G5FVU2,,,
65203,A0A0M3AEV1,A0A228JB80,UPI000BA62F83,A0A659S3Y2,A0A3R0XR61,UPI00129D04FA,UPI0010125C9D,A0A2A6WB44,A0A697FGJ2,UPI000B5423A8,A0A4Q9C3D1,A0A344KID5,A0A422U915,A0A078LEJ4,A0A4V2V310,UPI0006BC0213,UPI000DE63A2C,UPI0013A5688F,A0A081PUZ8,UPI0004520BE7,UPI000C15EDED,UPI000259BE70,A0A369Z6G4,UPI000E5887AF,,,,,A0A0B2XN25,A0A2R7SM21,A0A0W0SHY9,A0A1A1WXA7,X8B906
4951243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7LVR7,,,
2293624,,UPI00084142FC,,,,,,,,,UPI0009F93531,UPI00111D7D68,,,,,,,,,,,,,,,,,,A0A6C0TWV0,,,
4442526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0014313645,,,
652226,UPI0002CDAA1B,A0A1G5P830,A0A102LAE8,UPI000DA32004,,UPI000FEBDDA3,UPI00079C6881,A0A293TW80,UPI00112FB966,A0A242L163,UPI0012B9DC43,A0A559NHK5,,,,,UPI000665915E,,UPI0002D8F6E9,UPI0007DA3B37,UPI0006AA3046,,,,,,,,,M4X2T3,,A0A1X2DPZ3,
4513089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1D3JRF2,,,
4955444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0C1W4X5,,,
1417902,UPI000872108A,A0A106QGA5,UPI00075674B3,,,,,,,,W1X0P9,UPI00063759B9,,,,,UPI0009D18ED1,,UPI0010FC50AD,,,,,,,,,,,A0A653YKL9,,UPI000CE4C8EE,
2572953,,UPI00075793F1,,,,,,,,,UPI000B7FA02B,UPI00096BB424,,,,,,,,,,,,,,,,,,A0A1Y0KPR2,,,
4019285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1S2JPM6,,,
1871594,,UPI000755E688,,,,,,,,,UPI000D044CB2,UPI0011227C25,,,,,,,,,,,,,,,,,,UPI000F529E07,,UPI000B87CF86,
6705414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007732D57,,,
3604685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5M9IWU8,,,
1210442,UPI000DD0031B,UPI0005390641,UPI0008FE61BC,,,,,UPI000EB229F3,,,A0A376K6A3,A0A0A6QKE5,,,,,UPI0011107122,,A0A081QBR7,A0A2T4ML79,,,,,,,,,,A0A0C2EFT0,,A0A1A0MI19,
6484123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00083A8044,,,
3734617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H6LPW8,,,
4573629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Z0IJV8,,,
3751742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423H6W2,,,
2078186,,UPI00064FAC12,,,,,,,,,UPI000BE1DCBE,UPI00114CC052,,,,,,,,,,,,,,,,,,UPI000FBA6A86,,,
4293124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053E3EFD,,,
3584580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J3BAN8,,,
6049081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00112F6B2E,,,
592933,A0A009J6G5,A0A3G3LAR8,A0A1B4BZC9,UPI0006207D28,,J0W4Q1,UPI0006439B99,A0A3N5CH49,UPI000CD9BF3B,UPI0013753736,UPI000DA4A6CF,A0A655XW11,,,,,UPI00034210CC,,UPI0002BAF9FD,UPI00099087F4,UPI00066B094A,,,,,,,,,A0A3D5H4B9,,A0A0T1WGL1,
4224932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001365F78E,,,
435932,UPI00124F7FF7,UPI000F59C3F5,A0A3N8NR82,A0A3Z1BFR5,,UPI0013D613B3,UPI000B8D9EEB,UPI00030C64C1,UPI0013EF1935,UPI0006690B6A,UPI0013315CD8,UPI000FEC3C2F,,,,,UPI000F664214,,A0A2W5AG22,A0A658RYA4,A0A1A6XM25,UPI000B4CE4F8,,UPI00101EC75D,,,,,UPI000CE56951,A0A3M6BT45,,UPI00131EF126,
1980470,,UPI00075A69E2,,,,,,,,,UPI000BDE9B70,UPI000C82B11C,,,,,,,,,,,,,,,,,,UPI000F02AC87,,,
2748750,,,,,,,,,,,,UPI000B8EB537,,,,,,,,,,,,,,,,,,A0A1C2E6V9,,,
4013340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2W5PAD4,,,
4883753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6QN88,,,
870165,A0A0B0KJ00,UPI000689312D,UPI00075DE024,UPI0009B13663,,UPI000839C23A,,A0A496F7S8,,,UPI00033703C4,UPI0002376EF2,,,,,UPI000C46BA00,,A0A1E9A650,UPI000D1F1EE7,,,,,,,,,,UPI000C14E4C0,,A0A2U3PF14,
4588386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H6TA45,,,
6688999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008113FE9,,,
861572,A0A0B0KLF0,UPI00046A2EB2,UPI00075F9591,UPI0008A84FDE,,UPI0009992969,,A0A4Y4SJX0,,,UPI0001F76009,UPI00028E8F64,,,,,UPI000DE645E6,,F5W0T1,UPI000D1EB4A9,,,,,,,,,,UPI000DCABD1F,,UPI0005E060A9,
3533989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0J6IKC9,,,
615071,R8YPJ0,E8YUM7,A0A3N7QJ91,G5S7S4,,UPI000CEC771E,UPI00084CBA84,A0A438SVY4,UPI000CD83E5F,UPI00156FFCC0,UPI0012E7BC4E,A0A3G4VC77,,,,,UPI0003BEE00D,,UPI0002B5E0F5,UPI0008A40396,UPI000669DDF4,,,,,,,,,A0A379JQY2,,A0A1E8PWN4,
2112281,,UPI00075BD484,,,,,,,,,UPI00113FF0B1,UPI00115AD55B,,,,,,,,,,,,,,,,,,UPI0012776730,,,
3301647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004708543,,,
4505987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Q4L7N2,,,
5091414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7TMA3,,,
467443,UPI001244AFB9,UPI0012F8A317,B1T7T6,A0A656YIC6,,UPI0005EEEE77,UPI0010198722,UPI0003A0EBAB,A0A3P1X9W0,UPI000CF20385,UPI001362BDA6,UPI000F46D21B,,,,,UPI00102EC48A,,A0A0Z8MP13,UPI00051D1E3A,A0A317BR81,,,UPI00114D6F31,,,,,UPI0011A81259,A0A1K1N062,,UPI0012DD1832,
831154,A0A498DCW8,UPI00040583AE,UPI0009B361F2,UPI0009AC5D7A,,UPI0007B3C3A5,,A0A4Y4WIN5,UPI000A32FDC3,,UPI00022457FE,UPI000359244F,,,,,A0A430I6C6,,A0A116M6T7,UPI000C172B9D,,,,,,,,,,UPI000F0178BB,,A0A1A3P709,
6069839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011156153,,,
938787,UPI0013C333E3,A0A104N826,UPI00075D683D,UPI0005EA2A2C,,UPI00064AAE02,,UPI0012E94124,,,UPI000390CD3F,UPI00038E5E4D,,,,,UPI000D7D0557,,A0A2X3VI08,UPI0010A96525,,,,,,,,,,UPI000F06AF1B,,A0A1A2Q0C3,
1671237,,UPI0011279BAC,,,,,,,,,UPI000BE4DE77,UPI000C9DED4B,,,,,,,UPI00078B2441,,,,,,,,,,,UPI000F6E6882,,UPI00073F8FCC,
5609399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001036CDAF,,,
2045129,,UPI000759D524,,,,,,,,,UPI000BDECCB7,UPI000C8260DD,,,,,,,,,,,,,,,,,,UPI000F053FEB,,,
3252631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00046741BD,,,
2457361,,UPI0006C80725,,,,,,,,,UPI000941E98F,UPI0009B6115A,,,,,,,,,,,,,,,,,,A0A3D3YCE7,,,
2412491,,UPI00075B997F,,,,,,,,,UPI000988E021,UPI00099629A3,,,,,,,,,,,,,,,,,,A0A085V4L9,,,
4714786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0F4XIE3,,,
3092560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003499ED7,,,
2462128,,UPI000758EB16,,,,,,,,,UPI0009354E76,UPI000A045128,,,,,,,,,,,,,,,,,,A0A1H4QAT7,,,
5439049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3N7DPT6,,,
467860,UPI00124F5ACF,UPI0012DE0F1B,B1YYK5,A0A447MBN0,,UPI000642DED9,UPI00107ECDD3,UPI0003F93A0A,A0A3P1X9I4,UPI000CF2D966,UPI001372F55C,UPI000EB70217,,,,,UPI0010348C37,,A0A4K4BSD3,UPI0005978382,A0A2T1ITV6,,,UPI00114D84AB,,,,,UPI00119E409F,A0A084C6C3,,UPI0012DE3B0A,
255719,A0A3G2SZQ3,A0A6B2MD22,Q0BHQ8,A0A615W481,,UPI0005160EC1,A0A2J0Q3I5,UPI0012B3200B,A0A400RYI6,S4DA81,UPI000BE14B37,UPI000E32BA8D,,A0A2S4RVQ9,,,A0A210UN41,,A0A024FA26,UPI001401FFBE,UPI0014313F90,A0A2Y9U952,,A0A2X2GET2,,,,,UPI000445CB7A,V4Q234,A0A433JJR1,A0A1Q4H889,
2705053,,,,,,,,,,,,UPI00063E8C66,,,,,,,,,,,,,,,,,,M4WSV2,,,
3276411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004180337,,,
6338757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1ED0A5,,,
348012,UPI000F73F0AE,UPI000F5B028A,UPI00016A3653,Q93BQ1,,UPI00066545F4,UPI0005370ED2,UPI0012B3DE9C,UPI000513A404,UPI00032F72FF,UPI000EA86864,A0A249W0A1,,UPI000A41F7ED,,,A0A6A8EPZ4,,UPI0012DEA83D,A0A6A2AGG3,A0A0M1F351,UPI000C153A86,,A0A3S4XZI3,,,,,UPI0005DB6B6E,A0A3M6CPH0,,A0A1X2AYE4,
6304707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1FCAF4,,,
3808672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0P9YRZ1,,,
5768121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010688F77,,,
3163240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00033CE522,,,
4360846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000209A2E9,,,
1589976,,UPI0010F9DA57,UPI000A8E543B,,,,,,,,UPI000CF75C69,A0A2S7VMF9,,,,,,,UPI000996A8BC,,,,,,,,,,,UPI001295B5F9,,UPI000995A6BE,
4427151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00143D3D6E,,,
5982754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BB90772,,,
1604870,,UPI000CFF10FD,,,,,,,,,UPI000B427388,A0A1J5KY32,,,,,,,UPI0007697C7E,,,,,,,,,,,UPI0012429C24,,UPI0009EE07C0,
3389734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1G5NSZ4,,,
4788873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2U1IN86,,,
6154932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011992BE0,,,
4537084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0P9R457,,,
1794454,,UPI0009B538C8,,,,,,,,,UPI0010CB9FED,UPI000E5953AE,,,,,,,UPI00066C8838,,,,,,,,,,,UPI000F4859D3,,UPI0007EF29A3,
410828,UPI00124F517A,UPI000F5B304D,A0A2S9PA26,UPI0011EC0689,,UPI0013D5EEA6,A0A443USD8,B6JMN7,A0A1Y5MH43,UPI0008EC7668,A0A6D0NCY1,UPI0013031633,,,,,UPI0011DD2128,,A0A4F9IL17,A0A239YMD5,A0A2W6JZ52,UPI0006AA1B95,,UPI000CCEB7A9,,,,,UPI000BF3CD9A,A0A658GBI1,,A0A2S9FHP2,
4775682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A658GIB7,,,
2989511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002786BAE,,,
113747,A0A151Y2E4,A0A3N8Y0J5,UPI0012DA296B,A0A5J0BPK9,UPI000868D7D3,UPI000F83B943,UPI00124AC39D,UPI000EB28D0E,A0A690RLB0,UPI0013E2B630,A0A377K1B7,E8M519,,A0A5P6KMX2,A0A2X2D8W1,UPI001033118D,UPI000E2A751A,UPI000D6924E8,Q1JFD9,UPI000B9A26DB,UPI001261E60F,UPI0013DC6020,A0A2S9RLI2,A0A659IHS4,,,,,UPI000D0AFD72,A0A1L7NMK7,A0A222NZC5,L0J2R5,A0A250BTL1
