,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
576368,UPI0011164CEC,A0A6L2FK84,,,UPI001331B3DB,R3WJR3,UPI0011CBDED4,UPI000EAB609A,UPI000ED4C24B,,,,A0A3V6DEQ9,,A0A2T5DJC9,UPI0015D4421B,UPI0014194AE8,,,,UPI0010477E9B,UPI0007AB8073,A0A6N2Z6E0,A0A3R8UKZ0,UPI0011BA9C3E,,,,,,UPI00158DABF5,,A0A5C1C4L7,UPI000A07034B,M6CW46,UPI0011B6B624,E6TNW0,,,
3993083,,,,,,,,,,,,,,,,,,,,,A0A519E0F8,,,,,,,,,,,,,,,,,,,
424460,A0A3S5YZQ1,A0A3X8LUG9,,UPI000A3664FD,UPI0007DC0083,A0A642EZF4,B7LCX8,M3PLB3,UPI0011E99F4D,,,,A0A5T3JGJ7,,UPI00165234B8,UPI001580CCD0,UPI00157743FF,,,,UPI000BA4B06C,A0A240BQ14,UPI0012D31D2E,UPI000314BE33,A0A4I7TKR4,,,,,,UPI00158EA3BE,UPI00066D1B13,A0A421ID82,A0A2P6BUR6,A0A5F2CLB7,A0A1A6B7J7,A0A6S6P414,,,
963310,,A0A0K1HFW4,,,UPI00057361A9,,UPI001246132E,UPI000500A2CF,A0A486CWS8,,,,A0A717ZBA1,,UPI00111D1A89,UPI00057ABC4E,UPI00158410E1,,,,UPI0013729187,,UPI00066E7918,,A0A6A8UAP5,,,,,,UPI00075D0C7B,,,,,A0A1B7U5X1,,,,
7504454,,,,,,,,,,,,,,,,,,,,,A0A4Q9GBB4,,,,,,,,,,,,,,,,,,,
6636463,,,,,,,,,,,,,,,,,,,,,UPI00106929BC,,,,,,,,,,,,,,,,,,,
6888821,,,,,,,,,,,,,,,,,,,,,A0A0W0HUL9,,,,,,,,,,,,,,,,,,,
4244389,,,,,,,,,,,,,,,,,,,,,A0A1N7CMN0,,,,,,,,,,,,,,,,,,,
6821907,,,,,,,,,,,,,,,,,,,,,UPI0015620433,,,,,,,,,,,,,,,,,,,
7623176,,,,,,,,,,,,,,,,,,,,,A0A2G9L0R2,,,,,,,,,,,,,,,,,,,
6473793,,,,,,,,,,,,,,,,,,,,,UPI0012DEFBCE,,,,,,,,,,,,,,,,,,,
4203309,,,,,,,,,,,,,,,,,,,,,A0A379J0D2,,,,,,,,,,,,,,,,,,,
4861334,,,,,,,,,,,,,,,,,,,,,UPI00054C2611,,,,,,,,,,,,,,,,,,,
2920169,,,,,,,UPI000BE5BF27,,,,,,,,UPI000C841257,,UPI000841CB21,,,,U6ZSK9,,,,,,,,,,,,,,,,,,,
5332675,,,,,,,,,,,,,,,,,,,,,UPI0003B9EC4C,,,,,,,,,,,,,,,,,,,
2685146,,,,,,,UPI00063D391E,,,,,,,,UPI00080E6036,,A0A103RP15,,,,A0A263NVQ2,,,,,,,,,,,,,,,,,,,
6053456,,,,,,,,,,,,,,,,,,,,,UPI000CD2EECF,,,,,,,,,,,,,,,,,,,
3833482,,,,,,,,,,,,,,,,,,,,,A0A1C7Z093,,,,,,,,,,,,,,,,,,,
7979907,,,,,,,,,,,,,,,,,,,,,A0A5E6VKR9,,,,,,,,,,,,,,,,,,,
5904265,,,,,,,,,,,,,,,,,,,,,UPI0006421541,,,,,,,,,,,,,,,,,,,
7953911,,,,,,,,,,,,,,,,,,,,,A0A3M6E8Q8,,,,,,,,,,,,,,,,,,,
1223439,,,,,A0A263VPX6,,A0A6D1AAZ3,UPI000CF1B243,UPI0004E40B61,,,,UPI0003BD6169,,UPI0007A098CA,A0A4P2X1F3,I2DMU7,,,,UPI000F570D60,,UPI000C704EA1,,UPI0002B54D48,,,,,,UPI000752F295,,,,,A0A1A1YA87,,,,
469198,A0A3S7NTK0,A0A6C8BYK5,,UPI0008E419C6,UPI000651429C,C7D0E9,UPI001116BAF6,A0A496I5U3,UPI001083B3FF,,,,A0A3T9MNW5,,UPI001593904A,UPI001447FA95,UPI001589CFD0,,,,UPI000BB5F72B,UPI0004E3DE2D,UPI0012D3085C,T5KY21,I0T883,,,,,,UPI001589D932,UPI000C2576BA,A0A1Z1E046,UPI0004611DF1,UPI0009E2CDE3,A0A1X1W8P9,A0A1A3H9J7,,,
7977447,,,,,,,,,,,,,,,,,,,,,A0A1H6XVZ9,,,,,,,,,,,,,,,,,,,
1437242,,,,,,,A0A776UWJ7,A0A0B2ELD1,UPI00065155EC,,,,UPI0007C79409,,UPI0011C73340,N8R5P3,UPI00075796EE,,,,UPI000F07A8B4,,A0A654BXZ7,,F5VUZ6,,,,,,A0A3N7P7N0,,,,,A0A1X2CI41,,,,
1732729,,,,,,,A0A6L6IH13,,UPI000B4121A4,,,,,,A0A511QWC0,UPI0008480FE9,UPI00075712F7,,,,A0A5K7TZ18,,,,UPI000422CAE7,,,,,,UPI0006AC07C2,,,,,UPI0008019453,,,,
1376531,,,,,,,A0A773M595,A0A438U9R8,UPI000A32DE8D,,,,A0A3V9VPR0,,UPI000CE940E6,A0A241UYS0,UPI000F5DA99B,,,,UPI000F03250D,,UPI000E3CDE22,,A0A3E4YH37,,,,,,A0A084DII0,,,,,A0A4Y9MJN8,,,,
1085880,,,,,UPI00094104D5,,UPI0013AF2C7C,UPI00165B7FA8,A0A3U8P7W1,,,,A0A639YGS2,,UPI00102ACF66,UPI00125F7555,A0A3G3LFW9,,,,UPI000F098647,,UPI000852B07A,,F0IVV7,,,,,,UPI0007549A40,,,,,UPI00040996C9,,,,
3725184,,,,,,,,,,,,,,,,,,,,,A0A5D3XY36,,,,,,,,,,,,,,,,,,,
3841211,,,,,,,,,,,,,,,,,,,,,A0A1H1YYW4,,,,,,,,,,,,,,,,,,,
2094800,,,,,,,A0A376RJ01,,,,,,,,A0A6L8LQ87,,UPI0012FA94C6,,,,A0A3G8AQY0,,,,A0A5N1G8P6,,,,,,A4JV40,,,,,,,,,
7617787,,,,,,,,,,,,,,,,,,,,,A0A1B4WW90,,,,,,,,,,,,,,,,,,,
5213382,,,,,,,,,,,,,,,,,,,,,UPI0003A71716,,,,,,,,,,,,,,,,,,,
2465886,,,,,,,UPI0011172943,,,,,,,,UPI0005CB2FC3,,UPI0016413C8F,,,,A0A4P7YA22,,,,,,,,,,,,,,,,,,,
5758420,,,,,,,,,,,,,,,,,,,,,A0A4V1WHZ4,,,,,,,,,,,,,,,,,,,
1351201,,,,,,,A0A788KRM4,A0A438PLR1,UPI000A3BF0E3,,,,UPI0009AE6B7F,,UPI0011EE3AB3,UPI0002CFAD9F,UPI000F66B434,,,,UPI000F03158C,,UPI000DE30FC7,,A0A081QBB9,,,,,,A0A3N8QGV3,,,,,A0A0Q8ZL76,,,,
1051253,,,,,UPI000791D30D,,UPI000DE80DDE,M3MQ10,A0A6G7I8M8,,,,A0A757H574,,UPI00104C2FE3,UPI00124D2967,A0A1Y1BJ88,,,,UPI000F025A9F,,UPI0008A9D0AE,,A0A127TSS2,,,,,,UPI00075E3315,,,,,A0A1A2XV62,,,,
4911067,,,,,,,,,,,,,,,,,,,,,UPI00070F34C1,,,,,,,,,,,,,,,,,,,
5139551,,,,,,,,,,,,,,,,,,,,,UPI0006D49230,,,,,,,,,,,,,,,,,,,
5883403,,,,,,,,,,,,,,,,,,,,,UPI0005BDD0B7,,,,,,,,,,,,,,,,,,,
3999639,,,,,,,,,,,,,,,,,,,,,A0A3C0PQY7,,,,,,,,,,,,,,,,,,,
4065209,,,,,,,,,,,,,,,,,,,,,A0A2E6K0N2,,,,,,,,,,,,,,,,,,,
2094767,,,,,,,A0A377C899,,,,,,,,A0A6L8LUV7,,UPI0012FA2611,,,,A0A3G8B1M5,,,,A0A2X3W143,,,,,,A0A1Y1BV55,,,,,,,,,
2189442,,,,,,,A0A4D2QHX9,,,,,,,,A0A2S7VHF1,,A0A3S9NEW2,,,,A0A3S9XE85,,,,A0A2T0GE01,,,,,,,,,,,,,,,
1925375,,,,,,,UPI0000112E31,,,,,,,,UPI00040DE53D,N8YBB0,UPI000751E48E,,,,A0A257BGK7,,,,UPI000C834A30,,,,,,UPI0008FE5AA6,,,,,A0A655AJI4,,,,
4422236,,,,,,,,,,,,,,,,,,,,,A0A3G7BXR0,,,,,,,,,,,,,,,,,,,
5751735,,,,,,,,,,,,,,,,,,,,,A0A4Q4L2K0,,,,,,,,,,,,,,,,,,,
6000994,,,,,,,,,,,,,,,,,,,,,UPI000641EB70,,,,,,,,,,,,,,,,,,,
2980466,,,,,,,UPI000BFCAA97,,,,,,,,UPI000C83C7C3,,UPI00050F6C4E,,,,A0A3M5BHF9,,,,,,,,,,,,,,,,,,,
2796506,,,,,,,UPI000943917F,,,,,,,,UPI000C166C1A,,UPI0009C07763,,,,A0A3G8CD63,,,,,,,,,,,,,,,,,,,
2398578,,,,,,,A0A3K3RP62,,,,,,,,UPI000A3A9FCA,,UPI0004D42DBD,,,,A0A0B7D4R0,,,,,,,,,,,,,,,,,,,
5270659,,,,,,,,,,,,,,,,,,,,,UPI000340F709,,,,,,,,,,,,,,,,,,,
4294635,,,,,,,,,,,,,,,,,,,,,A0A0F0ECU6,,,,,,,,,,,,,,,,,,,
2766241,,,,,,,UPI00098B845C,,,,,,,,UPI0008939C58,,UPI0009781B2C,,,,A0A3M3TF48,,,,,,,,,,,,,,,,,,,
3414984,,,,,,,,,,,,,,,,,C5AEP7,,,,K9NHY2,,,,,,,,,,,,,,,,,,,
5285767,,,,,,,,,,,,,,,,,,,,,UPI0003D2E1C6,,,,,,,,,,,,,,,,,,,
4498397,,,,,,,,,,,,,,,,,,,,,A0A1G4SQU6,,,,,,,,,,,,,,,,,,,
4882970,,,,,,,,,,,,,,,,,,,,,UPI0005BE735C,,,,,,,,,,,,,,,,,,,
5392431,,,,,,,,,,,,,,,,,,,,,UPI000937D3D7,,,,,,,,,,,,,,,,,,,
3428928,,,,,,,,,,,,,,,,,A0A6P2TZ42,,,,A0A0T6VST9,,,,,,,,,,,,,,,,,,,
4888497,,,,,,,,,,,,,,,,,,,,,UPI00053D1409,,,,,,,,,,,,,,,,,,,
1900705,,,,,,,UPI0002CC31BF,,,,,,,,UPI0003AA0A43,R8YAA7,UPI0007593443,,,,A0A179S7G7,,,,UPI000B76021E,,,,,,UPI0007C84FC1,,,,,A0A101ACM7,,,,
1287435,,,,,,,A0A7A0L3B2,A0A3D8HWP3,A0A249WNP9,,,,A0A6C8Y866,,UPI0004F2D3EF,A0A3A8EW23,UPI0011AD6DA6,,,,UPI000F0714D9,,UPI000DA9FF59,,UPI00023137E9,,,,,,UPI0012F9D7D7,,,,,A0A1X2LUL3,,,,
5831141,,,,,,,,,,,,,,,,,,,,,UPI000A1E1719,,,,,,,,,,,,,,,,,,,
3147257,,,,,,,UPI000C1C09B2,,,,,,,,A0A366ATS0,,UPI00075AA94F,,,,A0A0D1P6C1,,,,,,,,,,,,,,,,,,,
5038691,,,,,,,,,,,,,,,,,,,,,UPI0006E68DBA,,,,,,,,,,,,,,,,,,,
8381752,,,,,,,,,,,,,,,,,,,,,J9SGX4,,,,,,,,,,,,,,,,,,,
7889986,,,,,,,,,,,,,,,,,,,,,A0A5E7IRC4,,,,,,,,,,,,,,,,,,,
3455975,,,,,,,,,,,,,,,,,Q390Y2,,,,A0A2T3CMI8,,,,,,,,,,,,,,,,,,,
5722593,,,,,,,,,,,,,,,,,,,,,UPI000682A54A,,,,,,,,,,,,,,,,,,,
5155502,,,,,,,,,,,,,,,,,,,,,UPI00069D13D9,,,,,,,,,,,,,,,,,,,
1199202,,,,,A0A2J0NP77,,A0A4P0ZT46,UPI000C31A4C4,UPI000292C371,,,,A0A3V7RYQ7,,UPI00076A96C2,A0A5P8TVH6,A0A3N8I8A8,,,,UPI000F04C05F,,UPI000D0A54F8,,UPI0003C796F7,,,,,,UPI00075F1953,,,,,A0A117JME6,,,,
7241546,,,,,,,,,,,,,,,,,,,,,A0A656JMZ0,,,,,,,,,,,,,,,,,,,
4870196,,,,,,,,,,,,,,,,,,,,,UPI0005BA6948,,,,,,,,,,,,,,,,,,,
4899740,,,,,,,,,,,,,,,,,,,,,UPI00050ED6F8,,,,,,,,,,,,,,,,,,,
4974705,,,,,,,,,,,,,,,,,,,,,UPI00071BF722,,,,,,,,,,,,,,,,,,,
4346662,,,,,,,,,,,,,,,,,,,,,A0A2W0FRM1,,,,,,,,,,,,,,,,,,,
3859128,,,,,,,,,,,,,,,,,,,,,A0A3M3B2B5,,,,,,,,,,,,,,,,,,,
4067595,,,,,,,,,,,,,,,,,,,,,J2ENJ1,,,,,,,,,,,,,,,,,,,
4800002,,,,,,,,,,,,,,,,,,,,,UPI0004D0C43E,,,,,,,,,,,,,,,,,,,
4046347,,,,,,,,,,,,,,,,,,,,,A0A1H7LFW9,,,,,,,,,,,,,,,,,,,
4176207,,,,,,,,,,,,,,,,,,,,,A0A1E4VZ53,,,,,,,,,,,,,,,,,,,
1960861,,,,,,,UPI0002CA6B18,,,,,,,,UPI0002376E8C,A0A5P1UST7,UPI0007536C8B,,,,A0A485ID16,,,,UPI000D08EDFC,,,,,,UPI000CFE57B7,,,,,A0A2N8LI68,,,,
1954539,,,,,,,UPI0002C9DD6F,,,,,,,,UPI0000EF922C,N9GZU2,UPI0007565A0A,,,,A0A485E460,,,,UPI000CF5CEEF,,,,,,UPI000D001224,,,,,A0A049DR96,,,,
2854255,,,,,,,UPI000B7CF7D7,,,,,,,,UPI000D3C9EC7,,UPI000A47B293,,,,A0A1C1W071,,,,,,,,,,,,,,,,,,,
2900007,,,,,,,UPI000BDF8FB7,,,,,,,,UPI000C85B001,,UPI000B7AA46C,,,,F3C4D4,,,,,,,,,,,,,,,,,,,
2406949,,,,,,,A0A2S1Y632,,,,,,,,UPI000B7BDC02,,UPI0005392623,,,,A0A0W0HAK6,,,,,,,,,,,,,,,,,,,
874410,,UPI000CD86DDD,,,UPI0009F2225E,,UPI0005CE2EDE,B5Z9M4,UPI0013D4CBB4,,,,A0A3V5KTV2,,UPI001120E4BB,UPI000EF27801,UPI0015909262,,,,UPI001472FD05,,Q4A0H0,,UPI000CF6D6AE,,,,,,UPI000758460B,,UPI000C7891D0,,,A0A2S9G507,A0A100WVJ7,,,
5185974,,,,,,,,,,,,,,,,,,,,,UPI000318A867,,,,,,,,,,,,,,,,,,,
3053095,,,,,,,UPI000BE5AA0F,,,,,,,,UPI000DE29BA8,,UPI0008FE4D75,,,,A0A5N9IDF3,,,,,,,,,,,,,,,,,,,
7394429,,,,,,,,,,,,,,,,,,,,,A0A3M2UF21,,,,,,,,,,,,,,,,,,,
3719745,,,,,,,,,,,,,,,,,,,,,A0A244ETP6,,,,,,,,,,,,,,,,,,,
586049,UPI0011190813,A0A698FV70,,,A0A4Q8WXS3,A0A366SHH5,UPI0011ED9C71,UPI000EAE143B,UPI000DE6AFB8,,,,A0A5I4GY61,,A0A2N7FAK8,UPI0015B7C64C,UPI00141A2DE3,,,,UPI00103292FC,UPI000744E576,F8WKA5,A0A4S1MDX5,UPI000F6C5DD4,,,,,,UPI00158BACC7,,A0A5C1BUA6,UPI0009941EF7,A0A2P2DH99,UPI001183DF27,A0A6N4VWW5,,,
7935729,,,,,,,,,,,,,,,,,,,,,A0A5E7TFR8,,,,,,,,,,,,,,,,,,,
2326206,,,,,,,A0A376WYZ4,,,,,,,,UPI0009BD3025,,A0A6P2QNJ6,,,,A0A0J6IAZ2,,,,,,,,,,,,,,,,,,,
3317012,,,,,,,UPI000DFF0A52,,,,,,,,,,UPI000CFEF921,,,,A0A1B5DQE2,,,,,,,,,,,,,,,,,,,
1019184,,,,,UPI00084BFBC3,,UPI000CF660C9,J0NN49,A0A6H1DI41,,,,A0A761QY53,,UPI00116AD47C,UPI0012988727,A0A119TWI2,,,,UPI000EAC7EB9,,UPI0004495523,,A0A0M9FIJ4,,,,,,UPI0007545A4E,,,,,A0A1H4FFD0,,,,
1709521,,,,,,,A0A7B2J171,,UPI000C7DAF09,,,,,,A0A2N7BU37,UPI0009276E39,UPI000756ED6C,,,,A0A1H1BF26,,,,UPI00066A2001,,,,,,UPI0009E0D4B6,,,,,UPI0007EF5865,,,,
4807094,,,,,,,,,,,,,,,,,,,,,UPI0004AC12AD,,,,,,,,,,,,,,,,,,,
6610148,,,,,,,,,,,,,,,,,,,,,UPI000E0CACAB,,,,,,,,,,,,,,,,,,,
740718,N9VLD3,UPI0009316F67,,,UPI000237CD30,UPI000BEF38D8,UPI000F85429B,UPI0012B3784B,UPI000DED9504,,,,A0A5X3UQ03,,A0A086WSG3,A0A6H0FXG7,UPI00158EE3EA,,,,UPI0010478AB8,,UPI00026BF801,UPI000C9E7224,UPI0005E0B7E8,,,,,,UPI000F4EC3AF,,UPI0005F8BF2D,R8Z394,,UPI000415EB8E,UPI0008496B00,,,
7484846,,,,,,,,,,,,,,,,,,,,,A0A4Q9GL16,,,,,,,,,,,,,,,,,,,
6829414,,,,,,,,,,,,,,,,,,,,,UPI0013F5A28B,,,,,,,,,,,,,,,,,,,
2898182,,,,,,,UPI000BB72F9A,,,,,,,,UPI000C82E51A,,UPI000B777C3A,,,,A0A1B5E0Q1,,,,,,,,,,,,,,,,,,,
842327,,UPI000BBBBF89,,,A0A495AM01,A0A0S3KEC3,UPI0007512DFD,C7F805,UPI0013CFBF1D,,,,A0A731UVY2,,UPI0010C9FE83,UPI0010231015,UPI00163B4883,,,,UPI00146465C0,,A0A2S6DJA3,A0A2R7J2M1,UPI0012939ADE,,,,,,UPI000757FD42,,UPI000BA14AD4,,,A0A393YLD5,A0A378TFG4,,,
4059859,,,,,,,,,,,,,,,,,,,,,A0A0I9SNA7,,,,,,,,,,,,,,,,,,,
2123993,,,,,,,A0A330B8G7,,,,,,,,A0A241PN51,,A0A095W3I8,,,,A0A5F1BHX9,,,,F3UNV0,,,,,,B1YWR1,,,,,,,,,
6533267,,,,,,,,,,,,,,,,,,,,,UPI000DA6022D,,,,,,,,,,,,,,,,,,,
551297,A0A653KGI2,UPI00004B3838,,A0A0V9J6E9,A0A6L3X881,UPI0002A1D2D9,UPI0011619365,UPI0010366713,UPI000E2DAE38,,,,A0A3U7DDY6,,A0A2T5DZF2,UPI00158031A5,UPI0015946A70,,,,UPI000C082E6D,UPI000650C709,A0A0Z0CB34,A0A4U9PPY5,UPI000EF6B796,,,,,,UPI00158A4C2D,,UPI0004479BBA,A0A241YLE3,A0A659TIT3,A0A1A3SVA0,A0A1W9YYY7,,,
4856728,,,,,,,,,,,,,,,,,,,,,UPI00053D855A,,,,,,,,,,,,,,,,,,,
407576,A0A5J6WUC8,A0A698FDX0,,A0A5P2MI80,UPI0007A760E9,A0A133MRR5,UPI0015C34D37,A0A1Q2S6R1,UPI001084090F,,,,A0A743Z5Q8,,UPI00159472BA,UPI0015D17F0F,UPI001421149A,,,,UPI000BA498AE,A0A4Z0DS04,UPI0012B84B30,A0A3S7KDA3,A0A5C5SBE6,,,,,,UPI00157590C6,UPI00066DB096,UPI0013E9A6CC,A0A009IMV9,A0A5F2DSW3,A0A1E8Q6H3,A0A1Q4HHB4,,,
7125951,,,,,,,,,,,,,,,,,,,,,A0A5Q0SBN7,,,,,,,,,,,,,,,,,,,
2677265,,,,,,,UPI0005CFDE72,,,,,,,,UPI00084B7F39,,A0A102JJS5,,,,I4MXJ1,,,,,,,,,,,,,,,,,,,
3571581,,,,,,,,,,,,,,,,,A0A2A4CH06,,,,A0A0F4TQ87,,,,,,,,,,,,,,,,,,,
6975143,,,,,,,,,,,,,,,,,,,,,I4KNA7,,,,,,,,,,,,,,,,,,,
6821343,,,,,,,,,,,,,,,,,,,,,UPI001495AC3D,,,,,,,,,,,,,,,,,,,
7168997,,,,,,,,,,,,,,,,,,,,,A0A3M2V1G3,,,,,,,,,,,,,,,,,,,
453759,A0A6S4V8I3,C9K310,,UPI0005AB4807,UPI000643459E,A0A6H0J9L3,A7ZWZ1,A0A1Q2PMW1,UPI000E2C52E1,,,,A0A5X1TQX6,,UPI0016001A64,UPI0015D28E10,UPI00158D7484,,,,UPI000BB80107,UPI0002EDA9F9,UPI000D73ACC3,A0A2M9QSL0,A0A4T2GWX5,,,,,,UPI00158CD6C9,UPI0008F53C78,A0A6S5K5V3,A0A009GVY6,A0A4R9M064,A0A1A3JXI1,A0A6I3ZWI0,,,
364319,UPI00130286B5,A0A644SCW6,,UPI00032ED16C,UPI0007957A4B,UPI000DF8CE7D,UPI00142E8835,A0A268TZ30,UPI001157BAFB,,,,A0A3V2N3S4,,UPI00148D82D5,UPI00148FB814,A0A3G3HED6,,,,UPI000C2FC1EE,A0A6M1H6Z2,UPI000768F7A1,A0A3S5GGF4,A0A5Q5GEV6,,,,,,UPI00158CA1B7,A0A3N1QW21,UPI0012563A7C,UPI000E1C67B4,UPI000287B7E3,A0A2S8KVZ7,UPI00138D78D1,,,
8301263,,,,,,,,,,,,,,,,,,,,,A0A0R3A2H0,,,,,,,,,,,,,,,,,,,
506291,UPI0002D74F24,A0A6W1X0U0,,UPI000EF1D9D6,UPI0012A9741F,UPI00032FE6FA,A0A4D4GED6,A0A496GT56,UPI00100A1D67,,,,A0A3Y2DWW4,,UPI0015DED1D8,UPI0015D3A593,UPI00158BBD9D,,,,UPI001069E62B,A0A542CXX5,UPI001374FDDF,A0A317BNV4,S9RGY1,,,,,,UPI0015757A07,UPI000D54017E,A0A377LZB8,UPI00044C9995,UPI0009BD4B9B,A0A1X2LD60,UPI0002D7DA28,,,
5920120,,,,,,,,,,,,,,,,,,,,,UPI0005BDD64D,,,,,,,,,,,,,,,,,,,
1644347,,,,,,,A0A6G6LBT4,A0A0B2ENS2,UPI000B953A47,,,,,,A0A1R4JRF6,UPI0009BA7C15,UPI00075265D6,,,,A0A5P1D8X6,,,,UPI0008EE3232,,,,,,A0A2A4FDL2,,,,,UPI00045B0AF9,,,,
6799101,,,,,,,,,,,,,,,,,,,,,UPI0015587000,,,,,,,,,,,,,,,,,,,
1838913,,,,,,,UPI0002CA0B5E,,UPI000E067CAA,,,,,,UPI000452D6E1,UPI000DE78DA6,UPI00075E83B9,,,,A0A2Z4ZIR4,,,,UPI000768F09D,,,,,,UPI00075A4990,,,,,UPI000C778840,,,,
528189,UPI000579BF2F,A0A691QLL1,,A0A381G4E1,UPI000DCDA43F,UPI00041B993D,I2RU24,UPI0011197B63,UPI000EF1F5BC,,,,A0A756PAR2,,UPI0015DFA27F,UPI0015D3B674,UPI00158F4265,,,,UPI001032BFE8,UPI000B60E106,A0A6M4J8X9,A0A2R3PXF6,A0A1F0C0U0,,,,,,UPI001583D7E1,UPI000D387FB2,UPI00044A279E,UPI0004B16499,A0A2N0C946,A0A2Z5TH82,UPI00161BC3B7,,,
1770163,,,,,,,UPI0003EF2D1E,,UPI000DAE954B,,,,,,UPI0003FA7578,UPI000D6593E3,UPI0005DACC70,,,,A0A0T6VR55,,,,UPI0006402302,,,,,,UPI000758A553,,,,,UPI0007FCAEF9,,,,
1443102,,,,,,,A0A7B2SN31,A0A438XTR0,UPI00066707FB,,,,UPI00071D51E9,,UPI0012ADE925,A0A1E7R4Q5,UPI0007530645,,,,UPI000F056ED0,,A0A2X3SG12,,A0A0F2CXP1,,,,,,A0A118RZ27,,,,,A0A2K4Y4R8,,,,
3607379,,,,,,,,,,,,,,,,,A0A124NT78,,,,Q9HY07,,,,,,,,,,,,,,,,,,,
3708116,,,,,,,,,,,,,,,,,,,,,M2TSW2,,,,,,,,,,,,,,,,,,,
2141554,,,,,,,A0A2H9ELY9,,,,,,,,A0A5M9NHF5,,A0A1B4HYH1,,,,A0A1V2JRP3,,,,A0A398C1R2,,,,,,A0A132F4L6,,,,,,,,,
5196276,,,,,,,,,,,,,,,,,,,,,UPI00026E41C4,,,,,,,,,,,,,,,,,,,
1361230,,,,,,,A0A5E8FF26,A0A438VL76,UPI000A3C10C4,,,,UPI000973CF77,,UPI000E0AC700,UPI00021B7C18,UPI0010F4F988,,,,UPI000F53BD46,,UPI000DA8BFAE,,A0A3E4YCN0,,,,,,A0A0U3U3T8,,,,,A0A1X1UPJ8,,,,
2495517,,,,,,,A0A0J2ECU3,,,,,,,,UPI0005F0F594,,A0A495H0U0,,,,A0A2L2KZP9,,,,,,,,,,,,,,,,,,,
4504717,,,,,,,,,,,,,,,,,,,,,A0A4S3YVN5,,,,,,,,,,,,,,,,,,,
7028754,,,,,,,,,,,,,,,,,,,,,A0A2K4IQJ3,,,,,,,,,,,,,,,,,,,
1182676,,,,,A0A156PBP4,,A0A3K0K9H9,UPI000BA54F0B,UPI00024FC874,,,,A0A3Y5B2Y0,,UPI00081A2CBE,A0A3P1BKC8,A0A1H5NHM5,,,,UPI000F586D08,,UPI000D03CE4E,,UPI000373545F,,,,,,UPI00075DC8E9,,,,,A0A1E3SCP1,,,,
1004787,,,,,UPI00064948C7,,UPI000E0F8D6A,I9UGW8,A0A6I8L6G4,,,,A0A3V0LR74,,UPI0011B442D3,UPI00125F8216,UPI001589B5EF,,,,UPI000F0409D5,,UPI00061C7FE8,,E8KPK9,,,,,,UPI000759EE4F,,,,,A0A2R5H3B7,,,,
6270247,,,,,,,,,,,,,,,,,,,,,UPI0011A969FF,,,,,,,,,,,,,,,,,,,
3250847,,,,,,,UPI000CF78263,,,,,,,,A0A2S3R8M2,,UPI000B79F4F3,,,,A0A653WPV4,,,,,,,,,,,,,,,,,,,
8303426,,,,,,,,,,,,,,,,,,,,,A0A5E6RUC2,,,,,,,,,,,,,,,,,,,
2222449,,,,,,,A0A6N8N6A9,,,,,,,,A3ULN3,,A0A560VTK3,,,,A0A3S9XEE1,,,,,,,,,,,,,,,,,,,
5190558,,,,,,,,,,,,,,,,,,,,,UPI0001CC174B,,,,,,,,,,,,,,,,,,,
5655770,,,,,,,,,,,,,,,,,,,,,UPI00088D4FDB,,,,,,,,,,,,,,,,,,,
2498459,,,,,,,UPI00093B778D,,,,,,,,UPI0006318F3B,,A0A495G7Y1,,,,A0A550G2K8,,,,,,,,,,,,,,,,,,,
8126992,,,,,,,,,,,,,,,,,,,,,A0A2N1EGC2,,,,,,,,,,,,,,,,,,,
4949894,,,,,,,,,,,,,,,,,,,,,UPI0007B6D158,,,,,,,,,,,,,,,,,,,
5950944,,,,,,,,,,,,,,,,,,,,,UPI0005A630A8,,,,,,,,,,,,,,,,,,,
1023936,,,,,UPI00079BA493,,UPI000CFC156E,A0A0K2Y1X9,A0A6G7HZQ5,,,,A0A5I4MWB9,,UPI0011B687A3,UPI00125F15EA,J7JFT4,,,,UPI000E3243C6,,UPI00057BF4A0,,A0A2X3VS29,,,,,,UPI000757574B,,,,,A0A1A3MWI3,,,,
2764042,,,,,,,UPI00094425CC,,,,,,,,UPI00092BD8B5,,UPI0009B31192,,,,A0A2W5MA27,,,,,,,,,,,,,,,,,,,
2937490,,,,,,,UPI000BE302ED,,,,,,,,UPI000CD15A92,,UPI0005D73D06,,,,S6V441,,,,,,,,,,,,,,,,,,,
